IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.16.160.90,4,4,0.00,191.05,0.00,N/A
104.21.237.9,4,4,0.00,191.05,0.00,N/A
172.65.215.158,4,4,0.00,191.11,0.00,N/A
104.16.249.125,4,4,0.00,191.11,0.00,N/A
104.16.132.174,4,4,0.00,191.11,0.00,N/A
104.18.215.35,4,4,0.00,191.12,0.00,N/A
172.64.101.120,4,4,0.00,191.16,0.00,N/A
104.18.99.254,4,4,0.00,191.16,0.00,N/A
104.16.112.46,4,4,0.00,191.17,0.00,N/A
104.17.245.82,4,4,0.00,191.19,0.00,N/A
108.162.195.211,4,4,0.00,191.21,0.00,N/A
104.17.205.154,4,4,0.00,191.23,0.00,N/A
104.19.40.9,4,4,0.00,191.26,0.00,N/A
104.18.221.30,4,4,0.00,191.27,0.00,N/A
104.16.232.212,4,4,0.00,191.29,0.00,N/A
104.18.71.90,4,4,0.00,191.30,0.00,N/A
104.19.42.7,4,4,0.00,191.32,0.00,N/A
104.16.158.146,4,4,0.00,191.34,0.00,N/A
104.17.242.155,4,4,0.00,191.34,0.00,N/A
172.64.87.62,4,4,0.00,191.36,0.00,N/A
104.16.216.171,4,4,0.00,191.36,0.00,N/A
104.17.128.30,4,4,0.00,191.37,0.00,N/A
104.19.150.34,4,4,0.00,191.39,0.00,N/A
172.65.203.126,4,4,0.00,191.43,0.00,N/A
104.18.219.13,4,4,0.00,191.44,0.00,N/A
104.16.189.238,4,4,0.00,191.45,0.00,N/A
104.17.19.212,4,4,0.00,191.46,0.00,N/A
104.17.149.108,4,4,0.00,191.47,0.00,N/A
104.17.66.203,4,4,0.00,191.50,0.00,N/A
104.16.163.169,4,4,0.00,191.51,0.00,N/A
104.16.100.44,4,4,0.00,191.53,0.00,N/A
104.19.48.196,4,4,0.00,191.56,0.00,N/A
104.16.148.223,4,4,0.00,191.59,0.00,N/A
104.19.249.27,4,4,0.00,191.60,0.00,N/A
104.18.72.10,4,4,0.00,191.61,0.00,N/A
104.19.92.194,4,4,0.00,191.62,0.00,N/A
104.17.147.217,4,4,0.00,191.64,0.00,N/A
104.17.47.171,4,4,0.00,191.69,0.00,N/A
104.18.196.35,4,4,0.00,191.74,0.00,N/A
190.93.245.204,4,4,0.00,191.75,0.00,N/A
104.19.153.250,4,4,0.00,191.79,0.00,N/A
104.19.255.192,4,4,0.00,191.86,0.00,N/A
104.16.170.15,4,4,0.00,191.88,0.00,N/A
104.16.27.231,4,4,0.00,191.91,0.00,N/A
104.18.138.110,4,4,0.00,191.91,0.00,N/A
104.17.255.144,4,4,0.00,191.94,0.00,N/A
104.17.26.189,4,4,0.00,191.95,0.00,N/A
104.16.74.41,4,4,0.00,192.02,0.00,N/A
104.17.233.68,4,4,0.00,192.02,0.00,N/A
104.16.178.226,4,4,0.00,192.04,0.00,N/A
104.16.188.171,4,4,0.00,192.05,0.00,N/A
104.19.158.90,4,4,0.00,192.05,0.00,N/A
104.18.152.230,4,4,0.00,192.05,0.00,N/A
104.16.50.77,4,4,0.00,192.07,0.00,N/A
104.16.179.162,4,4,0.00,192.08,0.00,N/A
104.17.212.134,4,4,0.00,192.08,0.00,N/A
198.41.197.239,4,4,0.00,192.12,0.00,N/A
104.17.248.35,4,4,0.00,192.13,0.00,N/A
104.16.251.141,4,4,0.00,192.13,0.00,N/A
104.16.202.241,4,4,0.00,192.16,0.00,N/A
162.159.60.214,4,4,0.00,192.16,0.00,N/A
172.64.97.86,4,4,0.00,192.16,0.00,N/A
104.16.111.177,4,4,0.00,192.18,0.00,N/A
104.18.24.148,4,4,0.00,192.18,0.00,N/A
8.39.214.41,4,4,0.00,192.18,0.00,N/A
104.19.16.126,4,4,0.00,192.23,0.00,N/A
104.18.178.206,4,4,0.00,192.25,0.00,N/A
172.65.228.25,4,4,0.00,192.27,0.00,N/A
104.18.51.14,4,4,0.00,192.27,0.00,N/A
104.19.179.104,4,4,0.00,192.32,0.00,N/A
104.19.236.57,4,4,0.00,192.35,0.00,N/A
104.16.142.7,4,4,0.00,192.38,0.00,N/A
104.18.92.93,4,4,0.00,192.41,0.00,N/A
104.16.201.247,4,4,0.00,192.42,0.00,N/A
104.19.26.23,4,4,0.00,192.43,0.00,N/A
104.17.16.176,4,4,0.00,192.46,0.00,N/A
104.17.206.70,4,4,0.00,192.47,0.00,N/A
104.16.131.111,4,4,0.00,192.47,0.00,N/A
104.19.112.196,4,4,0.00,192.49,0.00,N/A
104.16.118.178,4,4,0.00,192.50,0.00,N/A
104.18.235.92,4,4,0.00,192.50,0.00,N/A
104.19.238.146,4,4,0.00,192.55,0.00,N/A
104.18.237.54,4,4,0.00,192.55,0.00,N/A
162.159.253.5,4,4,0.00,192.66,0.00,N/A
104.17.227.144,4,4,0.00,192.68,0.00,N/A
104.19.110.199,4,4,0.00,192.69,0.00,N/A
104.20.0.202,4,4,0.00,192.70,0.00,N/A
104.19.144.6,4,4,0.00,192.71,0.00,N/A
104.17.235.6,4,4,0.00,192.71,0.00,N/A
104.25.42.46,4,4,0.00,192.72,0.00,N/A
104.16.194.61,4,4,0.00,192.74,0.00,N/A
162.159.36.1,4,4,0.00,192.75,0.00,N/A
104.17.236.187,4,4,0.00,192.76,0.00,N/A
162.159.36.55,4,4,0.00,192.77,0.00,N/A
104.17.210.29,4,4,0.00,192.77,0.00,N/A
172.65.207.243,4,4,0.00,192.80,0.00,N/A
104.18.26.91,4,4,0.00,192.82,0.00,N/A
104.18.227.115,4,4,0.00,192.84,0.00,N/A
104.16.66.69,4,4,0.00,192.87,0.00,N/A
104.17.2.178,4,4,0.00,192.89,0.00,N/A
162.159.206.31,4,4,0.00,192.90,0.00,N/A
162.159.240.222,4,4,0.00,192.94,0.00,N/A
104.21.230.205,4,4,0.00,192.95,0.00,N/A
104.17.120.169,4,4,0.00,192.98,0.00,N/A
104.29.126.197,4,4,0.00,193.00,0.00,N/A
104.18.14.101,4,4,0.00,193.01,0.00,N/A
104.16.123.41,4,4,0.00,193.06,0.00,N/A
162.159.234.14,4,4,0.00,193.11,0.00,N/A
104.17.174.24,4,4,0.00,193.11,0.00,N/A
104.16.98.61,4,4,0.00,193.11,0.00,N/A
104.24.82.94,4,4,0.00,193.12,0.00,N/A
172.66.40.25,4,4,0.00,193.14,0.00,N/A
104.17.244.212,4,4,0.00,193.17,0.00,N/A
104.16.36.192,4,4,0.00,193.20,0.00,N/A
104.18.233.173,4,4,0.00,193.21,0.00,N/A
104.17.37.99,4,4,0.00,193.23,0.00,N/A
198.41.209.118,4,4,0.00,193.23,0.00,N/A
104.16.176.9,4,4,0.00,193.25,0.00,N/A
104.19.133.191,4,4,0.00,193.26,0.00,N/A
104.18.174.102,4,4,0.00,193.26,0.00,N/A
104.16.150.139,4,4,0.00,193.28,0.00,N/A
8.39.214.121,4,4,0.00,193.30,0.00,N/A
104.17.73.178,4,4,0.00,193.32,0.00,N/A
172.64.90.142,4,4,0.00,193.32,0.00,N/A
104.19.165.81,4,4,0.00,193.34,0.00,N/A
104.17.80.206,4,4,0.00,193.35,0.00,N/A
104.17.229.79,4,4,0.00,193.35,0.00,N/A
172.65.252.104,4,4,0.00,193.39,0.00,N/A
104.16.177.242,4,4,0.00,193.44,0.00,N/A
104.16.253.12,4,4,0.00,193.44,0.00,N/A
104.16.124.172,4,4,0.00,193.46,0.00,N/A
172.65.204.204,4,4,0.00,193.46,0.00,N/A
104.18.180.18,4,4,0.00,193.47,0.00,N/A
104.16.121.212,4,4,0.00,193.47,0.00,N/A
104.19.90.164,4,4,0.00,193.47,0.00,N/A
104.16.154.68,4,4,0.00,193.50,0.00,N/A
104.17.196.138,4,4,0.00,193.54,0.00,N/A
104.16.122.155,4,4,0.00,193.57,0.00,N/A
104.16.240.140,4,4,0.00,193.62,0.00,N/A
104.25.153.153,4,4,0.00,193.63,0.00,N/A
104.19.197.42,4,4,0.00,193.64,0.00,N/A
104.18.8.40,4,4,0.00,193.66,0.00,N/A
104.17.12.237,4,4,0.00,193.66,0.00,N/A
172.64.86.197,4,4,0.00,193.67,0.00,N/A
104.17.134.6,4,4,0.00,193.69,0.00,N/A
104.16.242.170,4,4,0.00,193.73,0.00,N/A
104.21.233.84,4,4,0.00,193.75,0.00,N/A
104.16.112.64,4,4,0.00,193.77,0.00,N/A
162.159.62.223,4,4,0.00,193.77,0.00,N/A
104.17.250.216,4,4,0.00,193.78,0.00,N/A
104.16.207.10,4,4,0.00,193.79,0.00,N/A
104.19.93.1,4,4,0.00,193.88,0.00,N/A
104.17.94.138,4,4,0.00,193.88,0.00,N/A
104.27.87.215,4,4,0.00,193.91,0.00,N/A
104.19.115.6,4,4,0.00,193.92,0.00,N/A
104.16.181.94,4,4,0.00,193.92,0.00,N/A
104.18.82.87,4,4,0.00,193.93,0.00,N/A
104.19.25.20,4,4,0.00,193.96,0.00,N/A
104.16.81.231,4,4,0.00,194.02,0.00,N/A
104.18.253.28,4,4,0.00,194.05,0.00,N/A
104.18.245.232,4,4,0.00,194.08,0.00,N/A
162.159.235.148,4,4,0.00,194.09,0.00,N/A
104.18.54.114,4,4,0.00,194.11,0.00,N/A
198.41.214.109,4,4,0.00,194.14,0.00,N/A
104.18.239.123,4,4,0.00,194.15,0.00,N/A
104.16.48.199,4,4,0.00,194.16,0.00,N/A
104.17.192.93,4,4,0.00,194.16,0.00,N/A
162.159.249.97,4,4,0.00,194.19,0.00,N/A
104.19.169.153,4,4,0.00,194.23,0.00,N/A
104.17.71.195,4,4,0.00,194.23,0.00,N/A
104.19.121.101,4,4,0.00,194.24,0.00,N/A
104.19.29.217,4,4,0.00,194.33,0.00,N/A
104.16.113.62,4,4,0.00,194.34,0.00,N/A
104.19.9.12,4,4,0.00,194.35,0.00,N/A
104.16.224.154,4,4,0.00,194.35,0.00,N/A
172.66.1.54,4,4,0.00,194.36,0.00,N/A
198.41.196.97,4,4,0.00,194.37,0.00,N/A
104.16.138.197,4,4,0.00,194.38,0.00,N/A
104.16.18.202,4,4,0.00,194.42,0.00,N/A
104.16.152.187,4,4,0.00,194.43,0.00,N/A
172.65.199.10,4,4,0.00,194.46,0.00,N/A
104.18.205.37,4,4,0.00,194.46,0.00,N/A
104.19.79.60,4,4,0.00,194.46,0.00,N/A
104.19.246.94,4,4,0.00,194.51,0.00,N/A
104.18.69.137,4,4,0.00,194.51,0.00,N/A
104.18.177.19,4,4,0.00,194.54,0.00,N/A
104.17.176.12,4,4,0.00,194.57,0.00,N/A
104.17.247.242,4,4,0.00,194.60,0.00,N/A
104.18.193.15,4,4,0.00,194.61,0.00,N/A
104.19.61.170,4,4,0.00,194.64,0.00,N/A
104.16.53.126,4,4,0.00,194.65,0.00,N/A
104.16.164.114,4,4,0.00,194.77,0.00,N/A
104.21.225.153,4,4,0.00,194.80,0.00,N/A
172.64.158.190,4,4,0.00,194.80,0.00,N/A
104.16.99.140,4,4,0.00,194.82,0.00,N/A
141.101.122.117,4,4,0.00,195.06,0.00,N/A
104.18.241.37,4,4,0.00,195.10,0.00,N/A
173.245.49.11,4,4,0.00,195.12,0.00,N/A
104.21.234.5,4,4,0.00,195.17,0.00,N/A
104.19.250.198,4,4,0.00,195.22,0.00,N/A
104.19.176.97,4,4,0.00,195.22,0.00,N/A
104.17.68.202,4,4,0.00,195.23,0.00,N/A
104.18.133.252,4,4,0.00,195.24,0.00,N/A
198.41.194.8,4,4,0.00,195.33,0.00,N/A
104.16.124.72,4,4,0.00,195.36,0.00,N/A
104.16.197.60,4,4,0.00,195.44,0.00,N/A
104.17.214.182,4,4,0.00,195.51,0.00,N/A
104.18.77.239,4,4,0.00,195.54,0.00,N/A
104.17.142.116,4,4,0.00,195.68,0.00,N/A
162.159.224.145,4,4,0.00,195.69,0.00,N/A
104.19.134.121,4,4,0.00,195.69,0.00,N/A
104.19.53.87,4,4,0.00,195.70,0.00,N/A
172.65.205.151,4,4,0.00,195.76,0.00,N/A
104.19.34.67,4,4,0.00,195.80,0.00,N/A
104.18.114.26,4,4,0.00,195.82,0.00,N/A
104.16.29.194,4,4,0.00,195.90,0.00,N/A
104.19.129.27,4,4,0.00,195.94,0.00,N/A
104.26.6.174,4,4,0.00,195.98,0.00,N/A
104.19.130.95,4,4,0.00,196.01,0.00,N/A
104.18.190.227,4,4,0.00,196.03,0.00,N/A
104.16.118.166,4,4,0.00,196.06,0.00,N/A
104.18.159.146,4,4,0.00,196.14,0.00,N/A
104.17.207.116,4,4,0.00,196.16,0.00,N/A
104.16.90.231,4,4,0.00,196.22,0.00,N/A
104.16.83.126,4,4,0.00,196.26,0.00,N/A
104.17.95.1,4,4,0.00,196.33,0.00,N/A
104.16.96.4,4,4,0.00,196.34,0.00,N/A
104.16.47.48,4,4,0.00,196.36,0.00,N/A
104.16.143.95,4,4,0.00,196.42,0.00,N/A
104.19.58.182,4,4,0.00,196.46,0.00,N/A
172.64.72.208,4,4,0.00,196.57,0.00,N/A
104.19.69.97,4,4,0.00,196.58,0.00,N/A
104.19.64.165,4,4,0.00,196.63,0.00,N/A
8.39.214.199,4,4,0.00,196.72,0.00,N/A
104.16.101.148,4,4,0.00,196.75,0.00,N/A
103.31.4.42,4,4,0.00,196.79,0.00,N/A
104.16.71.190,4,4,0.00,196.87,0.00,N/A
104.18.103.35,4,4,0.00,196.90,0.00,N/A
104.18.242.16,4,4,0.00,196.98,0.00,N/A
104.19.0.146,4,4,0.00,197.08,0.00,N/A
104.19.51.52,4,4,0.00,197.13,0.00,N/A
104.18.111.14,4,4,0.00,197.23,0.00,N/A
104.16.139.0,4,4,0.00,197.24,0.00,N/A
104.16.26.254,4,4,0.00,197.29,0.00,N/A
104.16.104.82,4,4,0.00,197.32,0.00,N/A
104.16.110.188,4,4,0.00,197.33,0.00,N/A
104.17.148.114,4,4,0.00,197.35,0.00,N/A
172.64.150.82,4,4,0.00,197.37,0.00,N/A
104.18.121.191,4,4,0.00,197.39,0.00,N/A
104.18.76.243,4,4,0.00,197.45,0.00,N/A
104.19.62.133,4,4,0.00,197.66,0.00,N/A
104.16.174.117,4,4,0.00,197.68,0.00,N/A
162.159.3.135,4,4,0.00,197.78,0.00,N/A
104.17.204.156,4,4,0.00,198.15,0.00,N/A
104.24.45.254,4,4,0.00,198.23,0.00,N/A
162.159.48.10,4,4,0.00,198.48,0.00,N/A
172.64.153.6,4,4,0.00,198.52,0.00,N/A
104.16.126.242,4,4,0.00,198.56,0.00,N/A
103.31.4.189,4,4,0.00,198.59,0.00,N/A
104.16.181.144,4,4,0.00,198.60,0.00,N/A
172.64.38.172,4,4,0.00,198.61,0.00,N/A
104.17.156.78,4,4,0.00,198.76,0.00,N/A
104.18.90.169,4,4,0.00,198.79,0.00,N/A
198.41.192.246,4,4,0.00,198.82,0.00,N/A
104.27.122.126,4,4,0.00,199.52,0.00,N/A
104.17.203.21,4,4,0.00,199.54,0.00,N/A
104.16.88.35,4,4,0.00,199.64,0.00,N/A
104.19.77.227,4,4,0.00,199.77,0.00,N/A
172.66.165.16,4,4,0.00,199.94,0.00,N/A
104.19.36.73,4,4,0.00,199.96,0.00,N/A
104.17.219.12,4,4,0.00,200.41,0.00,N/A
104.17.112.189,4,4,0.00,200.45,0.00,N/A
172.64.67.132,4,4,0.00,200.68,0.00,N/A
104.16.93.74,4,4,0.00,200.79,0.00,N/A
104.18.231.187,4,4,0.00,201.19,0.00,N/A
104.25.182.233,4,4,0.00,201.39,0.00,N/A
104.16.31.253,4,4,0.00,201.39,0.00,N/A
104.18.75.10,4,4,0.00,201.57,0.00,N/A
104.16.185.148,4,4,0.00,202.00,0.00,N/A
104.24.157.131,4,4,0.00,202.21,0.00,N/A
172.64.50.247,4,4,0.00,202.42,0.00,N/A
162.159.35.188,4,4,0.00,202.80,0.00,N/A
162.159.43.142,4,4,0.00,203.41,0.00,N/A
104.18.62.169,4,4,0.00,203.73,0.00,N/A
162.159.3.58,4,4,0.00,203.99,0.00,N/A
172.65.71.189,4,4,0.00,204.21,0.00,N/A
162.159.32.208,4,4,0.00,204.89,0.00,N/A
103.31.4.224,4,4,0.00,204.91,0.00,N/A
108.162.192.133,4,4,0.00,205.32,0.00,N/A
172.67.97.159,4,4,0.00,205.48,0.00,N/A
162.159.36.37,4,4,0.00,205.87,0.00,N/A
104.24.77.246,4,4,0.00,207.00,0.00,N/A
104.24.38.193,4,4,0.00,207.74,0.00,N/A
162.159.56.128,4,4,0.00,207.87,0.00,N/A
103.31.4.67,4,4,0.00,209.97,0.00,N/A
104.18.36.25,4,4,0.00,210.01,0.00,N/A
104.27.203.31,4,4,0.00,211.29,0.00,N/A
172.65.122.104,4,4,0.00,211.40,0.00,N/A
172.64.41.191,4,4,0.00,211.46,0.00,N/A
104.26.10.209,4,4,0.00,211.94,0.00,N/A
108.162.192.6,4,4,0.00,212.11,0.00,N/A
172.67.224.204,4,4,0.00,212.32,0.00,N/A
172.66.159.52,4,4,0.00,212.85,0.00,N/A
104.25.152.113,4,4,0.00,213.36,0.00,N/A
162.159.4.141,4,4,0.00,214.32,0.00,N/A
104.18.33.248,4,4,0.00,214.49,0.00,N/A
104.18.41.173,4,4,0.00,214.50,0.00,N/A
104.25.173.46,4,4,0.00,215.65,0.00,N/A
104.21.10.196,4,4,0.00,215.68,0.00,N/A
104.18.43.184,4,4,0.00,215.93,0.00,N/A
162.159.18.112,4,4,0.00,216.16,0.00,N/A
162.159.24.127,4,4,0.00,216.50,0.00,N/A
162.159.9.105,4,4,0.00,217.84,0.00,N/A
162.159.20.214,4,4,0.00,218.51,0.00,N/A
172.64.158.3,4,4,0.00,218.61,0.00,N/A
104.24.205.250,4,4,0.00,219.43,0.00,N/A
104.20.44.83,4,4,0.00,219.71,0.00,N/A
172.65.5.162,4,4,0.00,220.09,0.00,N/A
104.21.22.24,4,4,0.00,220.87,0.00,N/A
104.21.102.41,4,4,0.00,222.24,0.00,N/A
104.21.52.164,4,4,0.00,223.31,0.00,N/A
172.65.51.204,4,4,0.00,223.93,0.00,N/A
172.65.120.225,4,4,0.00,224.27,0.00,N/A
162.159.1.203,4,4,0.00,224.49,0.00,N/A
172.65.58.71,4,4,0.00,225.19,0.00,N/A
104.18.35.188,4,4,0.00,225.96,0.00,N/A
104.21.25.116,4,4,0.00,226.21,0.00,N/A
172.67.147.253,4,4,0.00,227.39,0.00,N/A
172.67.239.200,4,4,0.00,227.52,0.00,N/A
162.159.12.199,4,4,0.00,228.05,0.00,N/A
104.21.9.159,4,4,0.00,228.11,0.00,N/A
104.21.26.219,4,4,0.00,228.33,0.00,N/A
104.21.39.227,4,4,0.00,228.41,0.00,N/A
172.67.128.218,4,4,0.00,228.69,0.00,N/A
104.21.207.173,4,4,0.00,228.78,0.00,N/A
172.64.232.199,4,4,0.00,229.10,0.00,N/A
172.67.165.209,4,4,0.00,229.11,0.00,N/A
104.25.110.253,4,4,0.00,229.23,0.00,N/A
172.65.3.33,4,4,0.00,229.60,0.00,N/A
104.21.111.125,4,4,0.00,229.62,0.00,N/A
104.21.203.226,4,4,0.00,229.84,0.00,N/A
104.21.54.230,4,4,0.00,230.23,0.00,N/A
104.21.44.44,4,4,0.00,230.48,0.00,N/A
172.67.163.214,4,4,0.00,230.58,0.00,N/A
172.67.150.94,4,4,0.00,231.11,0.00,N/A
172.67.225.156,4,4,0.00,231.36,0.00,N/A
172.67.172.69,4,4,0.00,231.72,0.00,N/A
104.21.48.100,4,4,0.00,231.75,0.00,N/A
172.67.226.32,4,4,0.00,231.88,0.00,N/A
172.67.185.186,4,4,0.00,232.11,0.00,N/A
104.21.63.99,4,4,0.00,232.31,0.00,N/A
172.67.234.67,4,4,0.00,232.82,0.00,N/A
172.67.222.82,4,4,0.00,232.84,0.00,N/A
172.65.22.141,4,4,0.00,233.93,0.00,N/A
104.21.209.91,4,4,0.00,234.34,0.00,N/A
104.21.110.86,4,4,0.00,235.59,0.00,N/A
104.21.59.235,4,4,0.00,235.87,0.00,N/A
172.67.186.215,4,4,0.00,236.32,0.00,N/A
172.67.162.233,4,4,0.00,236.39,0.00,N/A
172.67.207.98,4,4,0.00,236.42,0.00,N/A
104.18.40.170,4,4,0.00,237.03,0.00,N/A
104.21.66.112,4,4,0.00,237.13,0.00,N/A
104.21.75.231,4,4,0.00,237.24,0.00,N/A
172.67.214.114,4,4,0.00,237.31,0.00,N/A
104.21.40.14,4,4,0.00,237.47,0.00,N/A
104.21.219.195,4,4,0.00,237.74,0.00,N/A
104.21.92.228,4,4,0.00,237.88,0.00,N/A
104.21.87.52,4,4,0.00,237.95,0.00,N/A
172.65.40.25,4,4,0.00,238.13,0.00,N/A
172.67.230.216,4,4,0.00,238.45,0.00,N/A
104.21.28.79,4,4,0.00,238.50,0.00,N/A
172.67.208.33,4,4,0.00,238.64,0.00,N/A
104.21.208.130,4,4,0.00,238.79,0.00,N/A
172.65.39.216,4,4,0.00,238.88,0.00,N/A
172.67.157.148,4,4,0.00,238.90,0.00,N/A
172.65.23.230,4,4,0.00,239.02,0.00,N/A
104.21.99.108,4,4,0.00,239.02,0.00,N/A
172.67.139.231,4,4,0.00,239.07,0.00,N/A
104.21.20.151,4,4,0.00,239.08,0.00,N/A
104.21.60.146,4,4,0.00,239.11,0.00,N/A
172.67.221.112,4,4,0.00,239.25,0.00,N/A
104.21.119.56,4,4,0.00,239.26,0.00,N/A
104.21.107.40,4,4,0.00,239.42,0.00,N/A
104.21.27.125,4,4,0.00,239.42,0.00,N/A
172.67.240.4,4,4,0.00,239.49,0.00,N/A
104.21.198.110,4,4,0.00,239.58,0.00,N/A
172.65.36.87,4,4,0.00,239.71,0.00,N/A
104.21.13.188,4,4,0.00,240.05,0.00,N/A
172.67.189.210,4,4,0.00,240.14,0.00,N/A
104.21.88.133,4,4,0.00,240.36,0.00,N/A
162.159.233.230,4,4,0.00,240.68,0.00,N/A
172.67.180.200,4,4,0.00,240.95,0.00,N/A
172.67.217.143,4,4,0.00,241.00,0.00,N/A
162.159.41.146,4,4,0.00,241.05,0.00,N/A
172.67.251.134,4,4,0.00,241.05,0.00,N/A
104.21.91.147,4,4,0.00,241.20,0.00,N/A
172.67.175.207,4,4,0.00,241.25,0.00,N/A
172.65.42.38,4,4,0.00,241.38,0.00,N/A
172.67.203.56,4,4,0.00,241.39,0.00,N/A
172.67.233.66,4,4,0.00,241.56,0.00,N/A
172.65.30.99,4,4,0.00,241.74,0.00,N/A
172.65.7.199,4,4,0.00,242.11,0.00,N/A
172.67.242.111,4,4,0.00,242.19,0.00,N/A
104.21.86.32,4,4,0.00,242.31,0.00,N/A
104.21.74.39,4,4,0.00,242.56,0.00,N/A
172.65.28.116,4,4,0.00,242.68,0.00,N/A
104.21.200.92,4,4,0.00,242.85,0.00,N/A
172.67.220.28,4,4,0.00,242.89,0.00,N/A
104.21.103.180,4,4,0.00,243.19,0.00,N/A
104.21.12.43,4,4,0.00,243.23,0.00,N/A
172.65.33.6,4,4,0.00,243.24,0.00,N/A
104.21.222.163,4,4,0.00,243.51,0.00,N/A
104.21.204.180,4,4,0.00,243.75,0.00,N/A
172.67.173.175,4,4,0.00,244.08,0.00,N/A
172.65.60.83,4,4,0.00,244.19,0.00,N/A
172.67.250.141,4,4,0.00,244.20,0.00,N/A
104.21.68.174,4,4,0.00,244.41,0.00,N/A
104.18.46.126,4,4,0.00,244.45,0.00,N/A
172.65.15.127,4,4,0.00,244.51,0.00,N/A
172.65.14.189,4,4,0.00,245.38,0.00,N/A
104.21.196.196,4,4,0.00,245.46,0.00,N/A
104.21.116.147,4,4,0.00,245.53,0.00,N/A
172.64.233.77,4,4,0.00,245.66,0.00,N/A
104.21.120.1,4,4,0.00,245.72,0.00,N/A
172.65.25.217,4,4,0.00,245.77,0.00,N/A
104.21.78.74,4,4,0.00,245.97,0.00,N/A
104.18.39.235,4,4,0.00,246.26,0.00,N/A
104.21.36.206,4,4,0.00,246.34,0.00,N/A
172.67.210.58,4,4,0.00,246.53,0.00,N/A
172.67.136.57,4,4,0.00,246.53,0.00,N/A
172.67.137.138,4,4,0.00,246.56,0.00,N/A
172.67.134.221,4,4,0.00,246.80,0.00,N/A
172.65.32.4,4,4,0.00,247.34,0.00,N/A
104.21.201.32,4,4,0.00,247.54,0.00,N/A
172.67.190.64,4,4,0.00,247.68,0.00,N/A
104.21.211.193,4,4,0.00,247.69,0.00,N/A
172.64.78.139,4,4,0.00,248.02,0.00,N/A
104.21.122.19,4,4,0.00,248.14,0.00,N/A
172.65.9.73,4,4,0.00,248.22,0.00,N/A
104.21.67.104,4,4,0.00,248.29,0.00,N/A
172.65.8.38,4,4,0.00,248.52,0.00,N/A
172.67.149.188,4,4,0.00,248.60,0.00,N/A
104.21.45.203,4,4,0.00,248.64,0.00,N/A
172.67.168.85,4,4,0.00,248.80,0.00,N/A
172.67.248.151,4,4,0.00,248.93,0.00,N/A
172.67.198.248,4,4,0.00,249.27,0.00,N/A
172.67.177.212,4,4,0.00,249.31,0.00,N/A
172.65.27.13,4,4,0.00,249.41,0.00,N/A
104.21.106.106,4,4,0.00,249.56,0.00,N/A
104.21.33.83,4,4,0.00,249.65,0.00,N/A
172.67.202.141,4,4,0.00,249.75,0.00,N/A
104.21.220.194,4,4,0.00,249.79,0.00,N/A
104.21.1.20,4,4,0.00,249.98,0.00,N/A
172.67.197.106,4,4,0.00,250.23,0.00,N/A
104.21.115.133,4,4,0.00,250.32,0.00,N/A
104.21.97.244,4,4,0.00,250.56,0.00,N/A
172.67.253.100,4,4,0.00,250.69,0.00,N/A
172.65.6.104,4,4,0.00,250.69,0.00,N/A
162.159.203.84,4,4,0.00,250.73,0.00,N/A
104.21.213.225,4,4,0.00,250.77,0.00,N/A
104.21.35.30,4,4,0.00,250.88,0.00,N/A
172.67.255.236,4,4,0.00,251.25,0.00,N/A
104.21.105.40,4,4,0.00,251.36,0.00,N/A
188.114.97.110,4,4,0.00,251.46,0.00,N/A
172.67.130.142,4,4,0.00,251.51,0.00,N/A
104.21.18.154,4,4,0.00,251.59,0.00,N/A
104.21.93.147,4,4,0.00,251.93,0.00,N/A
104.21.23.77,4,4,0.00,251.95,0.00,N/A
172.67.143.177,4,4,0.00,252.24,0.00,N/A
172.67.212.31,4,4,0.00,252.48,0.00,N/A
172.65.12.240,4,4,0.00,252.52,0.00,N/A
172.65.10.229,4,4,0.00,252.63,0.00,N/A
104.21.98.48,4,4,0.00,252.85,0.00,N/A
104.21.126.233,4,4,0.00,252.90,0.00,N/A
172.65.20.96,4,4,0.00,253.10,0.00,N/A
172.67.195.168,4,4,0.00,253.15,0.00,N/A
172.65.31.43,4,4,0.00,253.19,0.00,N/A
104.21.80.81,4,4,0.00,253.51,0.00,N/A
172.64.185.100,4,4,0.00,253.94,0.00,N/A
104.21.199.59,4,4,0.00,254.47,0.00,N/A
104.21.2.203,4,4,0.00,254.53,0.00,N/A
172.65.17.68,4,4,0.00,254.64,0.00,N/A
172.67.196.165,4,4,0.00,255.33,0.00,N/A
162.159.232.160,4,4,0.00,255.63,0.00,N/A
172.67.144.132,4,4,0.00,255.77,0.00,N/A
104.21.81.48,4,4,0.00,256.57,0.00,N/A
172.67.129.217,4,4,0.00,256.82,0.00,N/A
104.21.212.25,4,4,0.00,257.06,0.00,N/A
104.21.223.86,4,4,0.00,257.07,0.00,N/A
104.21.217.74,4,4,0.00,257.09,0.00,N/A
104.21.46.117,4,4,0.00,257.71,0.00,N/A
104.21.210.251,4,4,0.00,257.91,0.00,N/A
104.21.79.157,4,4,0.00,258.17,0.00,N/A
104.21.64.97,4,4,0.00,258.45,0.00,N/A
104.21.43.103,4,4,0.00,258.46,0.00,N/A
104.21.76.14,4,4,0.00,258.63,0.00,N/A
104.21.114.225,4,4,0.00,258.85,0.00,N/A
172.65.37.111,4,4,0.00,258.97,0.00,N/A
